,text,tokens,actual,predicted
2058,600 km-re is,kmre is  km kmr mre re  e i  is ,hu,de
2059,"for office ,",for office for or  r o  of off ffi fic ice ce  ,zh,en
2060,Liechtenstein · Litauen,Liechtenstein · Litauen Lie iec ech cht hte ten ens nst ste tei ein in  n ·  ·  · L  Li Lit ita tau aue uen ,no,de
2061,[16,,zh,en
2062,Чехия • Эстония,Чехия Ч е х и я • • Эстония Э с т о н и я Чех ехи хия ия  я •  •  • Э  Эс Эст сто тон они ния ,kk,ru
2063,• USA •,• • USA U S A • • • U  US USA SA  A • ,da,pl
2064,"71 ] ,",,fr,en
2065,", guanín (",guanín  gu gua uan aní nín ín  ,sk,es
2066,"... se alcuno dimanda se sano parlare in la lingua valacca , dicono a questo in questo modo : Sti Rominest ? Che vol dire : Sai tu Romano , ... “",se alcuno dimanda se sano parlare in la lingua valacca dicono a questo in questo modo Sti Rominest Che vol dire Sai tu Romano “  se se  e a  al alc lcu cun uno no  o d  di dim ima man and nda da  a s  se se  e s  sa san ano no  o p  pa par arl rla lar are re  e i  in in  n l  la la  a l  li lin ing ngu gua ua  a v  va val ala lac acc cca ca  a     d  di dic ico con ono no  o a  a  a q  qu que ues est sto to  o i  in in  n q  qu que ues est sto to  o m  mo mod odo do  o     S  St Sti ti  i R  Ro Rom omi min ine nes est st  t     C  Ch Che he  e v  vo vol ol  l d  di dir ire re  e     S  Sa Sai ai  i t  tu tu  u R  Ro Rom oma man ano no  o         “ ,sk,it
2067,· Bayreuth ·,· Bayreuth · · B  Ba Bay ayr yre reu eut uth th  h · ,it,pt
2068,— 135 с,— — с с —     с ,uk,ru
2069,", Chisec ,",Chisec  Ch Chi his ise sec ec  ,es,en
2070,", 47,5 %",,de,en
2071,Hari ) (,Hari H a r i Har ari ri  i   ,ar,ms
2072,"i Frome ,",i Frome i F  Fr Fro rom ome me  ,da,en
2073,11568485 .,,ca,en
2074,r i ː,r r i i ː ː r i  i  i ː ,fr,de
2075,· Michigan ·,· · Michigan M i c h i g a n · · · M  Mi Mic ich chi hig iga gan an  n · ,it,uz
2076,) : Görz,Görz G ö r z   G  Gö Gör örz ,hu,tr
2077,o comercial es,o comercial es o c  co com ome mer erc rci cia ial al  l e  es ,es,pt
2078,) . azerbaijan-news.az,azerbaijannewsaz   a  az aze zer erb rba bai aij ija jan ann nne new ews wsa saz ,az,tr
2079,new Hipparkos reduction»,new Hipparkos reduction» new ew  w H  Hi Hip ipp ppa par ark rko kos os  s r  re red edu duc uct cti tio ion on» ,nn,en
2080,· FE ·,· · FE F E · · · F  FE FE  E · ,pt,fr
2081,Sen-pyer va mikelon,Senpyer va mikelon Sen enp npy pye yer er  r v  va va  a m  mi mik ike kel elo lon ,uz,no
2082,Dong Xieng Thong,Dong D o n g Xieng X i e n g Thong T h o n g Don ong ng  g X  Xi Xie ien eng ng  g T  Th Tho hon ong ,lt,vi
2083,Arthur Ashe (,Arthur Ashe Art rth thu hur ur  r A  As Ash she he  ,sh,en
2084,classis ) .,classis c l a s s i s cla las ass ssi sis is  s   ,cs,ca
2085,sredstva proizvodnje :,sredstva proizvodnje sre red eds dst stv tva va  a p  pr pro roi oiz izv zvo vod odn dnj nje je  ,hr,sh
2086,se astronauti onda,se astronauti onda se  e a  as ast str tro ron ona nau aut uti ti  i o  on ond nda ,hr,sh
2087,En 1845 Louis,En Louis En  n     L  Lo Lou oui uis ,es,fr
2088,a Canadian Pacific,a a Canadian C a n a d i a n Pacific P a c i f i c a C  Ca Can ana nad adi dia ian an  n P  Pa Pac aci cif ifi fic ,gl,ca
2089,"1998 , page",page   p  pa pag age ,he,vi
2090,", M. ;",M M  M  ,no,en
2091,| Kanada |,Kanada  Ka Kan ana nad ada da  ,lt,sh
2092,'' ( Letonca,Letonca L e t o n c a   L  Le Let eto ton onc nca ,tr,ca
2093,Andrea Caesalpino 1519-1603,Andrea Caesalpino And ndr dre rea ea  a C  Ca Cae aes esa sal alp lpi pin ino no  ,ar,it
2094,") – av Giovanni Battista Hodierna , en elev av",– – av a v Giovanni G i o v a n n i Battista B a t t i s t a Hodierna H o d i e r n a en e n elev e l e v av a v  –  – a  av av  v G  Gi Gio iov ova van ann nni ni  i B  Ba Bat att tti tis ist sta ta  a H  Ho Hod odi die ier ern rna na  a     e  en en  n e  el ele lev ev  v a  av ,no,sv
2095,", Bermechas ,",Bermechas  Be Ber erm rme mec ech cha has as  ,lt,en
2096,2006 at det,at a t det d e t  at at  t d  de det ,no,da
2097,· Cham ·,· · Cham C h a m · · · C  Ch Cha ham am  m · ,it,vi
2098,nazire prijelaz sa,nazire prijelaz sa naz azi zir ire re  e p  pr pri rij ije jel ela laz az  z s  sa ,sh,hr
2099,. [ 43,,ms,en
2100,. 2,,th,en
2101,M.A.D . organization,MAD organization MAD AD  D     o  or org rga gan ani niz iza zat ati tio ion ,en,hr
2102,1926 - 1928,,ro,en
2103,Modul ( UM,Modul M o d u l UM U M Mod odu dul ul  l     U  UM ,de,ro
2104,269 ] e,e   e ,it,fr
2105,( ur .,ur  ur ur  ,pl,de
2106,Austrija ima razvijenu tržišnu privredu i visok životni standard .,Austrija ima razvijenu tržišnu privredu i visok životni standard Aus ust str tri rij ija ja  a i  im ima ma  a r  ra raz azv zvi vij ije jen enu nu  u t  tr trž rži žiš išn šnu nu  u p  pr pri riv ivr vre red edu du  u i  i  i v  vi vis iso sok ok  k ž  ži živ ivo vot otn tni ni  i s  st sta tan and nda dar ard rd  ,sh,hr
2107,"Francuske , odnosno",Francuske odnosno Fra ran anc ncu cus usk ske ke  e     o  od odn dno nos osn sno ,hr,sh
2108,"sexe , qui",sexe qui sex exe xe  e     q  qu qui ,la,fr
2109,New England l'atmosfera,New England latmosfera New ew  w E  En Eng ngl gla lan and nd  d l  la lat atm tmo mos osf sfe fer era ,it,en
2110,• duala •,• • duala d u a l a • • • d  du dua ual ala la  a • ,pt,eu
2111,por klareca gradado,por klareca gradado por or  r k  kl kla lar are rec eca ca  a g  gr gra rad ada dad ado ,eo,es
2112,193 država članica UN-a ( do kraja 2014 . ),država članica UNa do kraja  dr drž rža žav ava va  a č  čl čla lan ani nic ica ca  a U  UN UNa Na  a     d  do do  o k  kr kra raj aja ja  a       ,hr,sh
2113,", 1108 )",,es,en
2114,som mestrede både,som mestrede både som om  m m  me mes est str tre red ede de  e b  bå båd åde ,da,no
2115,o dosti členité,o dosti členité o d  do dos ost sti ti  i č  čl čle len eni nit ité ,cs,sk
2116,. De fem,De D e fem f e m  De De  e f  fe fem ,no,fr
2117,Gottschalk von Haxthausen,Gottschalk von Haxthausen Got ott tts tsc sch cha hal alk lk  k v  vo von on  n H  Ha Hax axt xth tha hau aus use sen ,no,de
2118,estudiosos han denominat,estudiosos han denominat est stu tud udi dio ios oso sos os  s h  ha han an  n d  de den eno nom omi min ina nat ,ca,es
2119,multipartid . La,multipartid La mul ult lti tip ipa par art rti tid id  d     L  La ,ro,fr
2120,"Musk , batizou",Musk M u s k batizou b a t i z o u Mus usk sk  k     b  ba bat ati tiz izo zou ,pt,eu
2121,"75 000 ,",,cs,en
2122,Palestina acordaron hoy,Palestina acordaron hoy Pal ale les est sti tin ina na  a a  ac aco cor ord rda dar aro ron on  n h  ho hoy ,el,es
2123,"Arriva , der",Arriva der Arr rri riv iva va  a     d  de der ,da,ca
2124,Penom i : Nous condamnons également l'emploi d'un adverbe différent,Penom P e n o m i i Nous N o u s condamnons c o n d a m n o n s également é g a l e m e n t lemploi l e m p l o i dun d u n adverbe a d v e r b e différent d i f f é r e n t Pen eno nom om  m i  i  i     N  No Nou ous us  s c  co con ond nda dam amn mno non ons ns  s é  ég éga gal ale lem eme men ent nt  t l  le lem emp mpl plo loi oi  i d  du dun un  n a  ad adv dve ver erb rbe be  e d  di dif iff ffé fér ére ren ent ,vo,fr
2125,8-й ( 1982 ) • 9-й ( 1983 ) •,й й • • й й • • й             •  •  • й  й  й             • ,uk,ru
2126,convertida en parc,convertida en parc con onv nve ver ert rti tid ida da  a e  en en  n p  pa par arc ,ca,gl
2127,"qui , cum",qui q u i cum c u m qui ui  i     c  cu cum ,la,ro
2128,", Sint Eustatius",Sint S i n t Eustatius E u s t a t i u s  Si Sin int nt  t E  Eu Eus ust sta tat ati tiu ius ,nl,ca
2129,Respublikası • Malta,Respublikası R e s p u b l i k a s ı • • Malta M a l t a Res esp spu pub ubl bli lik ika kas ası sı  ı •  •  • M  Ma Mal alt lta ,az,uz
2130,", 6 juli",juli   j  ju jul uli ,nl,de
2131,S.l . ],Sl S l Sl  l   ,pt,en
2132,australe,australe a u s t r a l e aus ust str tra ral ale ,fr,ro
2133,) je agentura,je agentura  je je  e a  ag age gen ent ntu tur ura ,cs,en
2134,( 1800–1849 ),– –  –  ,sl,de
2135,stvari - povijest,stvari povijest stv tva var ari ri  i     p  po pov ovi vij ije jes est ,sh,hr
2136,) . Postoje,Postoje   P  Po Pos ost sto toj oje ,hr,sh
2137,caninum ) •,caninum • can ani nin inu num um  m     • ,ru,la
2138,ils en conservent,ils i l s en e n conservent c o n s e r v e n t ils ls  s e  en en  n c  co con ons nse ser erv rve ven ent ,fr,nl
2139,", p. 6 . ISBN 0-8146-5081-3",p p ISBN I S B N  p  p         I  IS ISB SBN BN  ,en,de
2140,Eretz Israel /,Eretz Israel Ere ret etz tz  z I  Is Isr sra rae ael el  ,en,de
2141,. Den første,Den D e n første f ø r s t e  De Den en  n f  fø før ørs rst ste ,no,da
2142,Gawas na ini,Gawas G a w a s na n a ini i n i Gaw awa was as  s n  na na  a i  in ini ,war,en
2143,Derby Sketching Club,Derby D e r b y Sketching S k e t c h i n g Club C l u b Der erb rby by  y S  Sk Ske ket etc tch chi hin ing ng  g C  Cl Clu lub ,eo,da
2144,"Francis Bacon ,",Francis Bacon Fra ran anc nci cis is  s B  Ba Bac aco con on  ,et,es
2145,трава» ( 1962,трава» т р а в а » тра рав ава ва» а»  »   ,ru,be
2146,'' 3 gange,gange   g  ga gan ang nge ,da,de
2147,• Alfredo Pérez,• Alfredo Pérez • A  Al Alf lfr fre red edo do  o P  Pé Pér ére rez ,ca,pl
2148,Santiago,Santiago San ant nti tia iag ago ,pt,it
2149,. [ 222,,ar,en
2150,· México ·,· México · · M  Mé Méx éxi xic ico co  o · ,et,pt
2151,) ) er,er   e  er ,nn,de
2152,. ] :,,de,en
2153,1835 1840 1846 1857 1863 1868 1874 1885 1891 1896,                            ,eo,en
2154,( 1977 ),,sv,en
2155,Mónaco | Noruega,Mónaco Noruega Món óna nac aco co  o     N  No Nor oru rue ueg ega ,pt,gl
2156,[ 37 ],,ar,en
2157,) [ 17,,de,en
2158,sümptomitest . Charles,sümptomitest Charles süm ümp mpt pto tom omi mit ite tes est st  t     C  Ch Cha har arl rle les ,et,fr
2159,de que o,de que o de  e q  qu que ue  e o ,pt,es
2160,Brussel op 21 maart 2014 en op 27 juni 2014.,Brussel B r u s s e l op o p maart m a a r t en e n op o p juni j u n i Bru rus uss sse sel el  l o  op op  p     m  ma maa aar art rt  t     e  en en  n o  op op  p     j  ju jun uni ni  ,ru,nl
2161,proteže se od,proteže p r o t e ž e se s e od o d pro rot ote tež eže že  e s  se se  e o  od ,hr,cs
2162,/ Леггет (,Леггет Л е г г е т  Ле Лег егг гге гет ет  ,uk,ru
2163,NationMaster . 1,NationMaster Nat ati tio ion onM nMa Mas ast ste ter er  r   ,sv,de
2164,• Abarth •,• • Abarth A b a r t h • • • A  Ab Aba bar art rth th  h • ,uk,pl
2165,1978 ) •,• •   • ,uk,pl
2166,III av Frankrike,III av Frankrike III II  I a  av av  v F  Fr Fra ran ank nkr kri rik ike ,sv,no
2167,"más de 300 '' ( La Voz de Galicia ,",más de La Voz de Galicia más ás  s d  de de  e             L  La La  a V  Vo Voz oz  z d  de de  e G  Ga Gal ali lic ici cia ia  ,gl,es
2168,от места запуска,от о т места м е с т а запуска з а п у с к а от  т м  ме мес ест ста та  а з  за зап апу пус уск ска ,ru,bg
2169,", Limburg i",Limburg L i m b u r g i i  Li Lim imb mbu bur urg rg  g i ,sv,ro
2170,1642 1653 1659,,eo,en
2171,de Wikimedia Foundation,de Wikimedia Foundation de  e W  Wi Wik iki kim ime med edi dia ia  a F  Fo Fou oun und nda dat ati tio ion ,nl,fr
2172,"Dion , added",Dion added Dio ion on  n     a  ad add dde ded ,tr,en
2173,主題歌「Baba,主題歌「Baba 主題歌 題歌「 歌「B 「Ba Bab aba ,ja,es
2174,snart sit gamle,snart sit gamle sna nar art rt  t s  si sit it  t g  ga gam aml mle ,da,nn
2175,Azərbaycanca · Български,Azərbaycanca A z ə r b a y c a n c a · · Български Б ъ л г а р с к и Azə zər ərb rba bay ayc yca can anc nca ca  a ·  ·  · Б  Бъ Бъл ълг лга гар арс рск ски ,sv,bg
2176,"Schweinsteiger , Thomas",Schweinsteiger Thomas Sch chw hwe wei ein ins nst ste tei eig ige ger er  r     T  Th Tho hom oma mas ,sv,de
2177,Korea · Malaysia,Korea · Malaysia Kor ore rea ea  a ·  ·  · M  Ma Mal ala lay ays ysi sia ,sv,ms
2178,núm . 100,núm n ú m núm úm  m   ,es,ca
2179,201 sm ),sm s m  sm sm  ,uz,en
2180,246 ] .,,eo,en
2181,peer-to-peer program od,peertopeer program od pee eer ert rto top ope pee eer er  r p  pr pro rog ogr gra ram am  m o  od ,sk,hr
2182,the Journal of,the Journal of the he  e J  Jo Jou our urn rna nal al  l o  of ,vi,en
2183,• LocationFree •,• • LocationFree L o c a t i o n F r e e • • • L  Lo Loc oca cat ati tio ion onF nFr Fre ree ee  e • ,ru,da
2184,"↑ 15,0 15,1 15,2 15,3 15,4 15,5 15,6 15,7 Armin",↑ Armin ↑                                 A  Ar Arm rmi min ,hy,es
2185,"broja stanovnika Perua ) , što ga čini petim gradom",broja stanovnika Perua što ga čini petim gradom bro roj oja ja  a s  st sta tan ano nov ovn vni nik ika ka  a P  Pe Per eru rua ua  a         š  št što to  o g  ga ga  a č  či čin ini ni  i p  pe pet eti tim im  m g  gr gra rad ado dom ,hr,sh
2186,· Lacco Ameno · Lettere · Liveri · Marano di,· Lacco Ameno · Lettere · Liveri · Marano di · L  La Lac acc cco co  o A  Am Ame men eno no  o ·  ·  · L  Le Let ett tte ter ere re  e ·  ·  · L  Li Liv ive ver eri ri  i ·  ·  · M  Ma Mar ara ran ano no  o d  di ,ro,it
2187,it than for,it than for it  t t  th tha han an  n f  fo for ,uk,en
2188,"школе а ,",школе ш к о л е а а шко кол оле ле  е а  а  ,ce,sr
2189,Danska • Estonija • Finska • Francuska • Grčka •,Danska • Estonija • Finska • Francuska • Grčka • Dan ans nsk ska ka  a •  •  • E  Es Est sto ton oni nij ija ja  a •  •  • F  Fi Fin ins nsk ska ka  a •  •  • F  Fr Fra ran anc ncu cus usk ska ka  a •  •  • G  Gr Grč rčk čka ka  a • ,hr,sh
2190,Borussia Dortmund •,Borussia B o r u s s i a Dortmund D o r t m u n d • • Bor oru rus uss ssi sia ia  a D  Do Dor ort rtm tmu mun und nd  d • ,sv,da
2191,", somalí ,",somalí  so som oma mal alí lí  ,ca,gl
2192,Bakartxo Tejeria .,Bakartxo B a k a r t x o Tejeria T e j e r i a Bak aka kar art rtx txo xo  o T  Te Tej eje jer eri ria ia  ,gl,eu
2193,"( Bisaya ,",Bisaya B i s a y a  Bi Bis isa say aya ya  ,ms,war
2194,i Kristiania ),i Kristiania i K  Kr Kri ris ist sti tia ian ani nia ia  ,da,no
2195,. Me gusta,Me M e gusta g u s t a  Me Me  e g  gu gus ust sta ,es,et
2196,% skulle være,skulle s k u l l e være v æ r e  sk sku kul ull lle le  e v  væ vær ære ,da,no
2197,  s y,s y   s  s  s y ,ja,es
2198,. Emerging Nodes,Emerging Nodes  Em Eme mer erg rgi gin ing ng  g N  No Nod ode des ,tr,pt
2199,Burgos | Cabagan,Burgos Cabagan Bur urg rgo gos os  s     C  Ca Cab aba bag aga gan ,war,gl
2200,Omar Guelleh (,Omar Guelleh Oma mar ar  r G  Gu Gue uel ell lle leh eh  ,fi,fr
2201,"a burial pit . After being rescued , Gregory reputedly",a burial pit After being rescued Gregory reputedly a b  bu bur uri ria ial al  l p  pi pit it  t     A  Af Aft fte ter er  r b  be bei ein ing ng  g r  re res esc scu cue ued ed  d     G  Gr Gre reg ego gor ory ry  y r  re rep epu put ute ted edl dly ,sr,en
2202,`` Iqbal 's,Iqbal I q b a l s s  Iq Iqb qba bal al  l s ,ur,ca
2203,". А. М. Никольского , СПб : 2008 . 468",А А М М Никольского Н и к о л ь с к о г о СПб С П б  А  А М  М  М Н  Ни Ник ико кол оль льс ьск ско ког ого го  о     С  СП СПб Пб  б           ,la,ru
2204,"су изашли у сусрет одричући се кајкавштине и усвајајући штокавско наречје за књижевно , а српски књижевници напуштањем црквено-словенског језика . [ 6 ] Након тога , ради приближавања два писма , извршене су реформе латинице и ћирилице по фонетском",су с у изашли и з а ш л и у у сусрет с у с р е т одричући о д р и ч у ћ и се с е кајкавштине к а ј к а в ш т и н е и и усвајајући у с в а ј а ј у ћ и штокавско ш т о к а в с к о наречје н а р е ч ј е за з а књижевно к њ и ж е в н о а а српски с р п с к и књижевници к њ и ж е в н и ц и напуштањем н а п у ш т а њ е м црквенословенског ц р к в е н о с л о в е н с к о г језика ј е з и к а Након Н а к о н тога т о г а ради р а д и приближавања п р и б л и ж а в а њ а два д в а писма п и с м а извршене и з в р ш е н е су с у реформе р е ф о р м е латинице л а т и н и ц е и и ћирилице ћ и р и л и ц е по п о фонетском ф о н е т с к о м су  у и  из иза заш ашл шли ли  и у  у  у с  су сус уср сре рет ет  т о  од одр дри рич ичу чућ ући ћи  и с  се се  е к  ка кај ајк јка кав авш вшт шти тин ине не  е и  и  и у  ус усв сва вај аја јај ају јућ ући ћи  и ш  шт што ток ока кав авс вск ско ко  о н  на нар аре реч ечј чје је  е з  за за  а к  књ књи њиж иже жев евн вно но  о     а  а  а с  ср срп рпс пск ски ки  и к  књ књи њиж иже жев евн вни ниц ици ци  и н  на нап апу пуш ушт шта тањ ање њем ем  м ц  цр црк ркв кве вен ено нос осл сло лов ове вен енс нск ско ког ог  г ј  је јез ези зик ика ка  а                 Н  На Нак ако кон он  н т  то тог ога га  а     р  ра рад ади ди  и п  пр при риб ибл бли лиж ижа жав ава вањ ања ња  а д  дв два ва  а п  пи пис исм сма ма  а     и  из изв звр врш рше шен ене не  е с  су су  у р  ре реф ефо фор орм рме ме  е л  ла лат ати тин ини ниц ице це  е и  и  и ћ  ћи ћир ири рил или лиц ице це  е п  по по  о ф  фо фон оне нет етс тск ско ком ,sh,sr
2205,– d. 977,– d – d  d  ,en,de
2206,mars et le,mars et le mar ars rs  s e  et et  t l  le ,ru,fr
2207,Lahia i Beit,Lahia L a h i a i i Beit B e i t Lah ahi hia ia  a i  i  i B  Be Bei eit ,hr,de
2208,"3 ) ,",,es,en
2209,· George Plantagenet,· George Plantagenet · G  Ge Geo eor org rge ge  e P  Pl Pla lan ant nta tag age gen ene net ,ms,no
2210,. D.C. Office of Labor Market Research and Information .,DC Office of Labor Market Research and Information  DC DC  C O  Of Off ffi fic ice ce  e o  of of  f L  La Lab abo bor or  r M  Ma Mar ark rke ket et  t R  Re Res ese sea ear arc rch ch  h a  an and nd  d I  In Inf nfo for orm rma mat ati tio ion on  ,ro,en
2211,manual . —,manual — man anu nua ual al  l     — ,uk,ru
2212,Iluro . [,Iluro I l u r o Ilu lur uro ro  o   ,ca,eo
2213,Berry • Bourbonnais,Berry B e r r y • • Bourbonnais B o u r b o n n a i s Ber err rry ry  y •  •  • B  Bo Bou our urb rbo bon onn nna nai ais ,ro,pl
